code_module,code_presentation,id_student,avg_daily_activities
AAA,2013J,11391,4.695652173913044
AAA,2013J,28400,6.388888888888889
AAA,2013J,30268,6.333333333333333
AAA,2013J,31604,5.803921568627451
AAA,2013J,32885,5.4
AAA,2013J,38053,5.206896551724138
AAA,2013J,45462,4.470588235294118
AAA,2013J,45642,6.333333333333333
AAA,2013J,52130,4.836734693877551
AAA,2013J,53025,6.6909090909090905
AAA,2013J,57506,4.555555555555555
AAA,2013J,58873,4.886363636363637
AAA,2013J,59185,5.8125
AAA,2013J,62155,6.935483870967742
AAA,2013J,63400,4.794117647058823
AAA,2013J,65002,5.3
AAA,2013J,70464,5.04
AAA,2013J,71361,6.933333333333334
AAA,2013J,74372,6.142857142857143
AAA,2013J,75091,6.115384615384615
AAA,2013J,77367,3.5348837209302326
AAA,2013J,91265,4.88
AAA,2013J,94961,4.25
AAA,2013J,98094,4.931818181818182
AAA,2013J,100893,4.7407407407407405
AAA,2013J,101781,6.833333333333333
AAA,2013J,102806,4.5
AAA,2013J,102952,6.722222222222222
AAA,2013J,104476,7.127272727272727
AAA,2013J,106247,5.428571428571429
AAA,2013J,106577,5.944444444444445
AAA,2013J,110175,5.0
AAA,2013J,111717,4.56140350877193
AAA,2013J,113295,5.8125
AAA,2013J,114017,5.761904761904762
AAA,2013J,114999,4.7
AAA,2013J,116541,4.972222222222222
AAA,2013J,116692,4.0227272727272725
AAA,2013J,118983,4.7272727272727275
AAA,2013J,123044,5.568627450980392
AAA,2013J,127582,5.605263157894737
AAA,2013J,129955,3.8666666666666667
AAA,2013J,132976,4.5
AAA,2013J,134143,3.7222222222222223
AAA,2013J,135335,2.5
AAA,2013J,135400,4.608695652173913
AAA,2013J,137873,7.8734177215189876
AAA,2013J,141355,7.548387096774194
AAA,2013J,141377,5.428571428571429
AAA,2013J,142326,6.84375
AAA,2013J,144801,8.41891891891892
AAA,2013J,145130,4.25
AAA,2013J,146188,6.5625
AAA,2013J,147756,3.5365853658536586
AAA,2013J,147793,4.555555555555555
AAA,2013J,148993,5.492753623188406
AAA,2013J,151358,3.5
AAA,2013J,155550,5.5
AAA,2013J,155854,4.8108108108108105
AAA,2013J,155984,6.0
AAA,2013J,157568,4.625
AAA,2013J,159954,4.833333333333333
AAA,2013J,164259,4.153846153846154
AAA,2013J,167906,5.190476190476191
AAA,2013J,168936,8.0625
AAA,2013J,172112,5.146341463414634
AAA,2013J,172797,6.0588235294117645
AAA,2013J,174782,7.431818181818182
AAA,2013J,175392,7.512195121951219
AAA,2013J,175932,4.875
AAA,2013J,175991,3.25
AAA,2013J,180753,5.515625
AAA,2013J,181316,7.25
AAA,2013J,183096,5.037037037037037
AAA,2013J,183947,7.473684210526316
AAA,2013J,184271,3.769230769230769
AAA,2013J,185439,6.6
AAA,2013J,186149,6.933333333333334
AAA,2013J,187100,8.75
AAA,2013J,188278,8.020408163265307
AAA,2013J,189879,5.0625
AAA,2013J,192183,4.472972972972973
AAA,2013J,195262,6.043478260869565
AAA,2013J,200860,4.17948717948718
AAA,2013J,202635,6.848484848484849
AAA,2013J,205350,6.14
AAA,2013J,205719,5.266666666666667
AAA,2013J,227499,5.493150684931507
AAA,2013J,227517,6.315789473684211
AAA,2013J,228082,3.642857142857143
AAA,2013J,228222,5.0588235294117645
AAA,2013J,229179,4.181818181818182
AAA,2013J,229361,2.9767441860465116
AAA,2013J,231554,5.428571428571429
AAA,2013J,235507,3.380952380952381
AAA,2013J,236284,4.266666666666667
AAA,2013J,238007,4.190476190476191
AAA,2013J,240712,4.2727272727272725
AAA,2013J,240884,5.466666666666667
AAA,2013J,241649,4.578125
AAA,2013J,241729,4.9
AAA,2013J,242793,5.470588235294118
AAA,2013J,246834,5.571428571428571
AAA,2013J,248270,4.2682926829268295
AAA,2013J,255548,6.0
AAA,2013J,256815,3.7567567567567566
AAA,2013J,258392,5.636363636363637
AAA,2013J,258894,5.738095238095238
AAA,2013J,260355,3.16
AAA,2013J,262011,5.392857142857143
AAA,2013J,262934,7.313725490196078
AAA,2013J,268073,7.023255813953488
AAA,2013J,268733,4.285714285714286
AAA,2013J,271251,5.545454545454546
AAA,2013J,277880,6.869565217391305
AAA,2013J,279572,5.7727272727272725
AAA,2013J,281022,3.4
AAA,2013J,281250,5.777777777777778
AAA,2013J,281589,3.2857142857142856
AAA,2013J,282821,6.0
AAA,2013J,286488,4.904761904761905
AAA,2013J,287548,3.1739130434782608
AAA,2013J,290201,5.636363636363637
AAA,2013J,290757,5.0
AAA,2013J,291334,9.80722891566265
AAA,2013J,293699,3.2857142857142856
AAA,2013J,294570,4.0227272727272725
AAA,2013J,294594,2.861111111111111
AAA,2013J,295741,4.285714285714286
AAA,2013J,296332,5.0
AAA,2013J,298696,3.6
AAA,2013J,300398,5.782608695652174
AAA,2013J,302302,7.125
AAA,2013J,305152,3.7777777777777777
AAA,2013J,305386,4.534883720930233
AAA,2013J,305539,4.333333333333333
AAA,2013J,306107,3.945945945945946
AAA,2013J,306466,3.404255319148936
AAA,2013J,306897,7.1098901098901095
AAA,2013J,307061,4.833333333333333
AAA,2013J,307866,5.972222222222222
AAA,2013J,311917,5.75
AAA,2013J,312537,8.089108910891088
AAA,2013J,312782,3.0476190476190474
AAA,2013J,318933,4.55
AAA,2013J,319047,7.767123287671233
AAA,2013J,321942,10.722222222222221
AAA,2013J,324002,5.490566037735849
AAA,2013J,324084,4.285714285714286
AAA,2013J,324282,2.375
AAA,2013J,331358,11.71111111111111
AAA,2013J,332789,6.461538461538462
AAA,2013J,333059,3.272727272727273
AAA,2013J,333323,6.076923076923077
AAA,2013J,334259,4.842105263157895
AAA,2013J,334333,3.0303030303030303
AAA,2013J,335764,7.014705882352941
AAA,2013J,336207,4.191489361702128
AAA,2013J,339972,4.076923076923077
AAA,2013J,341872,2.1666666666666665
AAA,2013J,342007,6.0
AAA,2013J,342514,5.113636363636363
AAA,2013J,342972,5.235294117647059
AAA,2013J,343446,8.606060606060606
AAA,2013J,344282,2.7
AAA,2013J,345068,5.166666666666667
AAA,2013J,345357,5.509090909090909
AAA,2013J,346025,2.8863636363636362
AAA,2013J,346843,5.0
AAA,2013J,350188,4.580645161290323
AAA,2013J,354858,6.571428571428571
AAA,2013J,357668,2.875
AAA,2013J,364177,3.5483870967741935
AAA,2013J,365244,5.787878787878788
AAA,2013J,365642,5.372881355932203
AAA,2013J,366483,3.5849056603773586
AAA,2013J,368194,5.230769230769231
AAA,2013J,368824,4.857142857142857
AAA,2013J,368963,4.741935483870968
AAA,2013J,376439,5.573770491803279
AAA,2013J,376581,5.71875
AAA,2013J,380953,3.4651162790697674
AAA,2013J,383254,3.239130434782609
AAA,2013J,386924,2.5294117647058822
AAA,2013J,386952,3.893617021276596
AAA,2013J,388722,4.321428571428571
AAA,2013J,388885,4.115384615384615
AAA,2013J,390890,4.78125
AAA,2013J,392756,4.3
AAA,2013J,392931,5.590909090909091
AAA,2013J,393207,4.8
AAA,2013J,396872,5.318181818181818
AAA,2013J,398552,4.657894736842105
AAA,2013J,401869,4.767441860465116
AAA,2013J,402470,4.56
AAA,2013J,404804,6.555555555555555
AAA,2013J,405088,4.888888888888889
AAA,2013J,414117,2.933333333333333
AAA,2013J,415969,6.75
AAA,2013J,420087,7.416666666666667
AAA,2013J,429958,4.9
AAA,2013J,441018,5.05
AAA,2013J,441888,6.615384615384615
AAA,2013J,442442,6.368421052631579
AAA,2013J,444677,3.8
AAA,2013J,470588,5.0625
AAA,2013J,489455,5.931818181818182
AAA,2013J,494424,10.5
AAA,2013J,495284,3.3513513513513513
AAA,2013J,498857,3.6792452830188678
AAA,2013J,508818,5.6
AAA,2013J,512460,3.7714285714285714
AAA,2013J,544103,5.721311475409836
AAA,2013J,550383,4.305555555555555
AAA,2013J,564450,4.8
AAA,2013J,568601,5.5
AAA,2013J,572652,3.2
AAA,2013J,580389,6.5
AAA,2013J,581129,4.428571428571429
AAA,2013J,588775,6.662921348314606
AAA,2013J,591774,5.75
AAA,2013J,603861,3.5757575757575757
AAA,2013J,606143,3.838709677419355
AAA,2013J,704156,6.016949152542373
AAA,2013J,705379,5.864864864864865
AAA,2013J,721259,10.444444444444445
AAA,2013J,749412,7.115384615384615
AAA,2013J,760729,8.825581395348838
AAA,2013J,905042,5.213114754098361
AAA,2013J,949618,6.3076923076923075
AAA,2013J,958987,3.325
AAA,2013J,968578,4.380952380952381
AAA,2013J,969076,5.351648351648351
AAA,2013J,971027,4.797101449275362
AAA,2013J,978739,7.363636363636363
AAA,2013J,1035023,3.619047619047619
AAA,2013J,1105478,4.883333333333334
AAA,2013J,1352868,5.6
AAA,2013J,1401935,3.619047619047619
AAA,2013J,1402638,4.054054054054054
AAA,2013J,1414443,9.916666666666666
AAA,2013J,1456619,6.2727272727272725
AAA,2013J,1465690,6.60655737704918
AAA,2013J,1472925,5.5
AAA,2013J,1488959,4.746268656716418
AAA,2013J,1518989,9.88
AAA,2013J,1618738,8.818181818181818
AAA,2013J,1620151,5.433333333333334
AAA,2013J,1626710,9.413793103448276
AAA,2013J,1640609,6.875
AAA,2013J,1686521,6.931034482758621
AAA,2013J,1729319,6.828571428571428
AAA,2013J,1746134,8.290322580645162
AAA,2013J,1758449,8.923076923076923
AAA,2013J,1763015,10.0
AAA,2013J,1765788,8.602409638554217
AAA,2013J,1801229,4.53125
AAA,2013J,1801641,3.68
AAA,2013J,1847830,6.828947368421052
AAA,2013J,1860318,5.882352941176471
AAA,2013J,1889511,6.552631578947368
AAA,2013J,1889577,5.52
AAA,2013J,1894188,4.482142857142857
AAA,2013J,1938355,4.607142857142857
AAA,2013J,1942396,4.409090909090909
AAA,2013J,1970390,10.482758620689655
