code_module,code_presentation,id_student,avg_daily_activities
AAA,2013J,11391,4.9
AAA,2013J,28400,5.375
AAA,2013J,30268,6.333333333333333
AAA,2013J,31604,5.390243902439025
AAA,2013J,32885,5.0285714285714285
AAA,2013J,38053,5.055944055944056
AAA,2013J,45462,3.9444444444444446
AAA,2013J,45642,5.057142857142857
AAA,2013J,52130,4.860655737704918
AAA,2013J,53025,6.366197183098592
AAA,2013J,57506,4.477777777777778
AAA,2013J,58873,4.383333333333334
AAA,2013J,59185,5.655737704918033
AAA,2013J,62155,6.628378378378378
AAA,2013J,63400,4.3428571428571425
AAA,2013J,65002,4.909090909090909
AAA,2013J,70464,4.456521739130435
AAA,2013J,71361,5.392592592592592
AAA,2013J,74372,5.142857142857143
AAA,2013J,75091,6.180327868852459
AAA,2013J,77367,3.1511627906976742
AAA,2013J,91265,3.968
AAA,2013J,94961,4.25
AAA,2013J,98094,4.241758241758242
AAA,2013J,100893,4.673076923076923
AAA,2013J,101781,6.340277777777778
AAA,2013J,102806,4.4124293785310735
AAA,2013J,102952,5.396551724137931
AAA,2013J,104476,6.161490683229814
AAA,2013J,106247,4.393939393939394
AAA,2013J,106577,4.702127659574468
AAA,2013J,110175,4.9
AAA,2013J,111717,4.330882352941177
AAA,2013J,113295,5.133333333333334
AAA,2013J,114017,4.62
AAA,2013J,114999,4.25
AAA,2013J,116541,4.7592592592592595
AAA,2013J,116692,3.173469387755102
AAA,2013J,118983,4.111111111111111
AAA,2013J,123044,4.724409448818897
AAA,2013J,127582,4.943820224719101
AAA,2013J,129955,3.6506024096385543
AAA,2013J,132976,4.75
AAA,2013J,134143,4.1231884057971016
AAA,2013J,135335,2.5
AAA,2013J,135400,4.541666666666667
AAA,2013J,137873,7.338541666666667
AAA,2013J,141355,6.358695652173913
AAA,2013J,141377,4.888888888888889
AAA,2013J,142326,6.6421052631578945
AAA,2013J,144801,8.1
AAA,2013J,145130,4.257142857142857
AAA,2013J,146188,6.0
AAA,2013J,147756,3.081081081081081
AAA,2013J,147793,4.555555555555555
AAA,2013J,148993,5.226415094339623
AAA,2013J,151358,4.45
AAA,2013J,155550,5.172839506172839
AAA,2013J,155854,4.767326732673268
AAA,2013J,155984,5.568181818181818
AAA,2013J,157568,4.436781609195402
AAA,2013J,159954,4.848484848484849
AAA,2013J,164259,4.686274509803922
AAA,2013J,167906,5.202020202020202
AAA,2013J,168936,7.190476190476191
AAA,2013J,172112,5.162962962962963
AAA,2013J,172797,4.825581395348837
AAA,2013J,174782,6.598393574297189
AAA,2013J,175392,6.654822335025381
AAA,2013J,175932,4.505154639175258
AAA,2013J,175991,2.9411764705882355
AAA,2013J,180753,5.464968152866242
AAA,2013J,181316,7.25
AAA,2013J,183096,4.7155172413793105
AAA,2013J,183947,6.344827586206897
AAA,2013J,184271,3.2448979591836733
AAA,2013J,185439,6.6
AAA,2013J,186149,5.36697247706422
AAA,2013J,187100,8.32034632034632
AAA,2013J,188278,8.020408163265307
AAA,2013J,189879,5.261904761904762
AAA,2013J,192183,4.568181818181818
AAA,2013J,195262,6.068965517241379
AAA,2013J,200860,3.45679012345679
AAA,2013J,202635,6.319148936170213
AAA,2013J,205350,4.468253968253968
AAA,2013J,205719,3.65625
AAA,2013J,227499,4.981481481481482
AAA,2013J,227517,5.608695652173913
AAA,2013J,228082,3.675675675675676
AAA,2013J,228222,4.368421052631579
AAA,2013J,229179,3.26
AAA,2013J,229361,2.83739837398374
AAA,2013J,231554,5.058139534883721
AAA,2013J,235507,3.380952380952381
AAA,2013J,236284,5.121951219512195
AAA,2013J,238007,4.58641975308642
AAA,2013J,240712,4.115384615384615
AAA,2013J,240884,4.340909090909091
AAA,2013J,241649,4.2444444444444445
AAA,2013J,241729,5.358974358974359
AAA,2013J,242793,4.696428571428571
AAA,2013J,246834,5.161764705882353
AAA,2013J,248270,3.8963730569948187
AAA,2013J,255548,4.909638554216867
AAA,2013J,256815,3.726618705035971
AAA,2013J,258392,5.6415094339622645
AAA,2013J,258894,6.715686274509804
AAA,2013J,260355,3.116279069767442
AAA,2013J,262011,5.0
AAA,2013J,262934,6.025210084033613
AAA,2013J,268073,6.172413793103448
AAA,2013J,268733,3.0555555555555554
AAA,2013J,271251,4.9921875
AAA,2013J,277880,6.0256410256410255
AAA,2013J,279572,4.714285714285714
AAA,2013J,281022,3.7346938775510203
AAA,2013J,281250,5.133333333333334
AAA,2013J,281589,3.5
AAA,2013J,282821,5.494252873563219
AAA,2013J,286488,4.176470588235294
AAA,2013J,287548,3.0638297872340425
AAA,2013J,290201,4.592592592592593
AAA,2013J,290757,4.636363636363637
AAA,2013J,291334,8.20524017467249
AAA,2013J,293699,4.071428571428571
AAA,2013J,294570,3.680672268907563
AAA,2013J,294594,2.723404255319149
AAA,2013J,295741,3.4482758620689653
AAA,2013J,296332,4.120967741935484
AAA,2013J,298696,3.4655172413793105
AAA,2013J,300398,5.37037037037037
AAA,2013J,302302,6.875
AAA,2013J,305152,4.0
AAA,2013J,305386,4.329411764705882
AAA,2013J,305539,4.333333333333333
AAA,2013J,306107,3.9753086419753085
AAA,2013J,306466,3.4363636363636365
AAA,2013J,306897,5.883597883597884
AAA,2013J,307061,4.609195402298851
AAA,2013J,307866,4.9605263157894735
AAA,2013J,311917,4.8
AAA,2013J,312537,6.771217712177122
AAA,2013J,312782,2.3043478260869565
AAA,2013J,318933,4.339622641509434
AAA,2013J,319047,8.331896551724139
AAA,2013J,321942,8.92468619246862
AAA,2013J,324002,5.0
AAA,2013J,324084,4.490909090909091
AAA,2013J,324282,1.9473684210526316
AAA,2013J,331358,11.71111111111111
AAA,2013J,332789,6.222222222222222
AAA,2013J,333059,4.387096774193548
AAA,2013J,333323,4.944444444444445
AAA,2013J,334259,4.518518518518518
AAA,2013J,334333,3.0303030303030303
AAA,2013J,335764,6.89622641509434
AAA,2013J,336207,3.5675675675675675
AAA,2013J,339972,3.787878787878788
AAA,2013J,341872,3.2285714285714286
AAA,2013J,342007,6.0
AAA,2013J,342514,4.561224489795919
AAA,2013J,342972,4.486111111111111
AAA,2013J,343446,7.034682080924855
AAA,2013J,344282,2.9444444444444446
AAA,2013J,345068,4.176470588235294
AAA,2013J,345357,5.5
AAA,2013J,346025,2.6407766990291264
AAA,2013J,346843,5.0
AAA,2013J,350188,4.051282051282051
AAA,2013J,354858,6.571428571428571
AAA,2013J,357668,3.259259259259259
AAA,2013J,364177,3.8412698412698414
AAA,2013J,365244,5.166666666666667
AAA,2013J,365642,5.101351351351352
AAA,2013J,366483,3.7829457364341086
AAA,2013J,368194,5.28125
AAA,2013J,368824,4.96
AAA,2013J,368963,4.326923076923077
AAA,2013J,376439,4.941558441558442
AAA,2013J,376581,5.056451612903226
AAA,2013J,380953,3.8556701030927836
AAA,2013J,383254,2.989010989010989
AAA,2013J,386924,3.096774193548387
AAA,2013J,386952,3.1315789473684212
AAA,2013J,388722,3.8947368421052633
AAA,2013J,388885,4.9
AAA,2013J,390890,4.34
AAA,2013J,392756,3.7954545454545454
AAA,2013J,392931,5.4124293785310735
AAA,2013J,393207,4.74
AAA,2013J,396872,4.385714285714286
AAA,2013J,398552,3.7126436781609193
AAA,2013J,401869,3.911111111111111
AAA,2013J,402470,4.168674698795181
AAA,2013J,404804,5.846153846153846
AAA,2013J,405088,4.7011494252873565
AAA,2013J,414117,3.066666666666667
AAA,2013J,415969,6.061224489795919
AAA,2013J,420087,5.074074074074074
AAA,2013J,429958,5.0
AAA,2013J,441018,4.9
AAA,2013J,441888,6.325581395348837
AAA,2013J,442442,6.020408163265306
AAA,2013J,444677,3.6214285714285714
AAA,2013J,470588,5.0625
AAA,2013J,489455,6.1679389312977095
AAA,2013J,494424,10.5
AAA,2013J,495284,2.9615384615384617
AAA,2013J,498857,3.8863636363636362
AAA,2013J,508818,4.491803278688525
AAA,2013J,512460,4.051724137931035
AAA,2013J,544103,6.375
AAA,2013J,550383,3.5757575757575757
AAA,2013J,564450,2.75
AAA,2013J,568601,4.9411764705882355
AAA,2013J,572652,4.761904761904762
AAA,2013J,580389,6.32
AAA,2013J,581129,4.0
AAA,2013J,588775,6.691119691119691
AAA,2013J,591774,5.805555555555555
AAA,2013J,603861,3.5441176470588234
AAA,2013J,606143,3.7941176470588234
AAA,2013J,704156,5.66412213740458
AAA,2013J,705379,6.376106194690266
AAA,2013J,721259,10.444444444444445
AAA,2013J,749412,6.294117647058823
AAA,2013J,760729,7.986899563318778
AAA,2013J,905042,5.271084337349397
AAA,2013J,949618,5.946808510638298
AAA,2013J,958987,3.8333333333333335
AAA,2013J,968578,4.0606060606060606
AAA,2013J,969076,5.525925925925926
AAA,2013J,971027,4.810126582278481
AAA,2013J,978739,6.494318181818182
AAA,2013J,1035023,3.8133333333333335
AAA,2013J,1105478,4.096
AAA,2013J,1352868,4.833333333333333
AAA,2013J,1401935,3.5416666666666665
AAA,2013J,1402638,4.133333333333334
AAA,2013J,1414443,9.232558139534884
AAA,2013J,1456619,6.2727272727272725
AAA,2013J,1465690,6.024242424242424
AAA,2013J,1472925,4.8936170212765955
AAA,2013J,1488959,4.651612903225806
AAA,2013J,1518989,8.894736842105264
AAA,2013J,1618738,7.7368421052631575
AAA,2013J,1620151,4.954545454545454
AAA,2013J,1626710,7.818604651162791
AAA,2013J,1640609,6.312775330396476
AAA,2013J,1686521,6.931034482758621
AAA,2013J,1729319,6.169354838709677
AAA,2013J,1746134,7.12
AAA,2013J,1758449,8.666666666666666
AAA,2013J,1763015,10.0
AAA,2013J,1765788,7.642857142857143
AAA,2013J,1801229,4.313953488372093
AAA,2013J,1801641,3.268292682926829
AAA,2013J,1847830,6.819327731092437
AAA,2013J,1860318,5.824561403508772
AAA,2013J,1889511,5.808080808080808
AAA,2013J,1889577,4.873015873015873
AAA,2013J,1894188,4.083333333333333
AAA,2013J,1938355,4.129251700680272
AAA,2013J,1942396,3.4893617021276597
AAA,2013J,1970390,9.164383561643836
AAA,2013J,1976139,5.9
AAA,2013J,2011876,5.172839506172839
AAA,2013J,2012966,3.7948717948717947
AAA,2013J,2051699,4.691489361702128
AAA,2013J,2062879,5.089655172413793
AAA,2013J,2065691,7.294117647058823
AAA,2013J,2073016,5.306451612903226
AAA,2013J,2080474,4.628205128205129
AAA,2013J,2083877,3.9692307692307693
AAA,2013J,2084066,5.344827586206897
AAA,2013J,2104505,3.7169811320754715
AAA,2013J,2122180,5.747058823529412
AAA,2013J,2139353,5.439024390243903
AAA,2013J,2143752,4.240963855421687
AAA,2013J,2146792,3.8297872340425534
AAA,2013J,2149225,11.0
AAA,2013J,2153153,7.463636363636364
AAA,2013J,2155014,5.464285714285714
AAA,2013J,2164705,6.909090909090909
AAA,2013J,2171627,5.4520547945205475
AAA,2013J,2182846,8.432926829268293
AAA,2013J,2194100,4.568421052631579
AAA,2013J,2197016,5.763888888888889
AAA,2013J,2208424,5.420289855072464
AAA,2013J,2229865,5.4226190476190474
AAA,2013J,2255601,7.536585365853658
AAA,2013J,2268379,5.288135593220339
AAA,2013J,2278464,3.3636363636363638
AAA,2013J,2293923,4.583333333333333
AAA,2013J,2312620,7.159090909090909
AAA,2013J,2329342,5.388888888888889
AAA,2013J,2339528,5.535714285714286
AAA,2013J,2342426,4.841121495327103
AAA,2013J,2344901,4.8
AAA,2013J,2358056,4.4227642276422765
AAA,2013J,2358969,4.818181818181818
AAA,2013J,2364471,8.67704280155642
AAA,2013J,2367155,5.483870967741935
AAA,2013J,2369266,6.857142857142857
AAA,2013J,2376496,3.63855421686747
AAA,2013J,2391984,4.2727272727272725
AAA,2013J,2411661,5.434782608695652
AAA,2013J,2411778,5.690476190476191
AAA,2013J,2412002,4.8316831683168315
AAA,2013J,2412967,4.204819277108434
AAA,2013J,2429854,4.676470588235294
AAA,2013J,2437837,6.693069306930693
AAA,2013J,2449878,6.6923076923076925
AAA,2013J,2456480,3.4761904761904763
AAA,2013J,2457256,4.5212765957446805
AAA,2013J,2458355,5.013100436681222
AAA,2013J,2460080,3.9322033898305087
AAA,2013J,2461190,4.490566037735849
AAA,2013J,2469673,5.0
AAA,2013J,2470694,6.181818181818182
AAA,2013J,2479954,3.0
AAA,2013J,2481901,5.134020618556701
AAA,2013J,2482700,3.720720720720721
AAA,2013J,2486127,5.818181818181818
AAA,2013J,2498700,5.68
AAA,2013J,2516503,5.3686868686868685
AAA,2013J,2518069,4.608247422680412
AAA,2013J,2521459,4.84
AAA,2013J,2523736,3.0
AAA,2013J,2529279,5.25
AAA,2013J,2532302,5.774193548387097
AAA,2013J,2536991,4.126315789473685
AAA,2013J,2542724,6.777777777777778
AAA,2013J,2550279,3.9939759036144578
AAA,2013J,2551220,3.725925925925926
AAA,2013J,2552472,7.153846153846154
AAA,2013J,2555340,6.0701754385964914
AAA,2013J,2557283,7.290322580645161
AAA,2013J,2559575,4.2745098039215685
AAA,2013J,2562034,3.9411764705882355
AAA,2013J,2566163,5.0120481927710845
AAA,2013J,2566592,4.719512195121951
AAA,2013J,2569324,2.0
AAA,2013J,2574528,4.888888888888889
AAA,2013J,2574583,3.317829457364341
AAA,2013J,2576122,6.071428571428571
AAA,2013J,2578995,3.533333333333333
AAA,2013J,2586560,6.024793388429752
AAA,2013J,2594139,5.392857142857143
AAA,2013J,2598871,4.463414634146342
AAA,2013J,2599352,4.315789473684211
AAA,2013J,2600688,4.709677419354839
AAA,2013J,2606098,4.125
AAA,2013J,2613116,4.4
AAA,2013J,2617002,4.9186046511627906
AAA,2013J,2620584,5.8
AAA,2013J,2639449,6.586956521739131
AAA,2013J,2639540,5.9772727272727275
AAA,2013J,2639641,4.158940397350993
AAA,2013J,2641155,6.152777777777778
AAA,2013J,2643002,7.327102803738318
AAA,2013J,2645733,4.344
AAA,2013J,2649826,7.402843601895735
AAA,2013J,2650282,4.642857142857143
AAA,2013J,2664024,4.0
AAA,2013J,2666246,5.021739130434782
AAA,2013J,2669816,4.566666666666666
AAA,2013J,2671132,5.644628099173554
AAA,2013J,2676809,5.153846153846154
AAA,2013J,2678643,5.542857142857143
AAA,2013J,2685865,4.346534653465347
AAA,2013J,2688067,6.25
AAA,2013J,2689958,6.785992217898833
AAA,2013J,2691206,4.274611398963731
AAA,2013J,2691244,2.9473684210526314
